DATE,INFLOW_USD,OUTFLOW_USD,TOTAL_USD_VOLUME
2022/6/22,4473376.191,4742033.6,9215409.79
2022/6/23,3545348.679,24591248.23,28136596.91
2022/6/24,5221014.05,3818584.168,9039598.217
2022/6/25,974271.3352,2568099.498,3542370.833
2022/6/26,67155.17183,2588610.831,2655766.002
2022/6/27,48634.47856,4157864.942,4206499.42
2022/6/28,402711.2743,9496063.4,9898774.674
2022/6/29,9027.12643,29570.72719,38597.85362
2022/6/30,534084.2563,845471.2968,1379555.553
2022/7/1,204768.3974,176795.3026,381563.7
2022/7/2,227995.051,187394.6038,415389.6548
2022/7/3,41470.69663,2595884.073,2637354.77
2022/7/4,233483.0856,1819169.854,2052652.939
2022/7/5,57435.76771,3161734.124,3219169.892
