DATE,N_TRANSFER,USER,AMOUNT_USD,AMOUNT_ETH,CEX,DEX
2021-05-16 00:00:00.000,7,7,217604.204221651,56.706949553,coinbase,uniswap
2021-05-17 00:00:00.000,7,7,279824.392594982,83.025567923,coinbase,uniswap
2021-05-17 00:00:00.000,3,3,119443.750209614,35.439673804,coinbase,sushiswap
2021-05-18 00:00:00.000,3,3,74276.950906412,21.847568081,coinbase,uniswap
2021-05-18 00:00:00.000,1,1,3424.809533178,1.023394312,liquid,uniswap
2021-05-19 00:00:00.000,2,2,78292.697277469,23.179361421,coinbase,sushiswap
2021-05-19 00:00:00.000,11,11,291408.588097606,90.939488727,coinbase,uniswap
2021-05-20 00:00:00.000,13,13,325626.988027285,124.847792159,coinbase,uniswap
2021-05-20 00:00:00.000,2,2,36636.348760306,14.062015388,coinbase,sushiswap
2021-05-21 00:00:00.000,3,3,104897.161825652,41.485389661,coinbase,sushiswap
2021-05-21 00:00:00.000,10,10,271959.476082759,104.86879782,coinbase,uniswap
2021-05-22 00:00:00.000,8,8,231856.050616089,99.119672226,coinbase,uniswap
2021-05-23 00:00:00.000,3,3,40872.554628503,20.445779719,coinbase,sushiswap
2021-05-23 00:00:00.000,8,8,190803.234810083,94.209379269,coinbase,uniswap
2021-05-24 00:00:00.000,4,4,63592.663119637,25.684331722,coinbase,uniswap
2021-05-24 00:00:00.000,1,1,24129.278252435,10.373008844,coinbase,sushiswap
2021-05-25 00:00:00.000,6,6,201893.30922721,76.744270796,coinbase,uniswap
2021-05-26 00:00:00.000,9,9,235071.734198401,84.426186049,coinbase,uniswap
2021-05-27 00:00:00.000,3,3,91897.089363473,33.581612247,coinbase,uniswap
2021-05-28 00:00:00.000,2,2,40849.174257354,15.350365504,coinbase,uniswap
2021-05-28 00:00:00.000,1,1,792.280837181,0.311061883,kickex,uniswap
2021-05-29 00:00:00.000,2,2,59230.127379861,23.568551741,coinbase,uniswap
2021-05-29 00:00:00.000,1,1,30911.015584465,12.299954472,coinbase,sushiswap
2021-05-30 00:00:00.000,1,1,16534.464061595,6.911098573,coinbase,uniswap
2021-05-31 00:00:00.000,1,1,15881.69696483,6.053029608,coinbase,uniswap
2021-05-31 00:00:00.000,1,1,28645.070092525,12.340098261,coinbase,sushiswap
2021-06-01 00:00:00.000,2,2,48912.809808366,18.517097202,coinbase,uniswap
2021-06-02 00:00:00.000,2,2,38152.73855855,14.500031149,coinbase,uniswap
2021-06-03 00:00:00.000,2,2,38793.505467227,14.198061518,coinbase,uniswap
2021-06-03 00:00:00.000,1,1,42545.368785932,15.571208533,coinbase,sushiswap
2021-06-04 00:00:00.000,1,1,21623.812325923,7.672752807,coinbase,uniswap
2021-06-04 00:00:00.000,1,1,28178.026055399,10.740091421,coinbase,sushiswap
2021-06-05 00:00:00.000,1,1,36586.440299479,13.210771961,coinbase,sushiswap
2021-06-06 00:00:00.000,2,2,57618.21838479,21.780531634,coinbase,uniswap
2021-06-08 00:00:00.000,2,2,57795.047322423,22.869654481,coinbase,uniswap
2021-06-09 00:00:00.000,1,1,24361.353946571,9.386828325,coinbase,uniswap
2021-06-12 00:00:00.000,1,1,27524.725199787,11.153728563,coinbase,uniswap
2021-06-14 00:00:00.000,2,2,58172.52780183,24.041910458,coinbase,uniswap
2021-06-15 00:00:00.000,1,1,30067.074031537,11.64086509,coinbase,sushiswap
2021-06-16 00:00:00.000,1,1,21409.933127464,8.661011221,coinbase,uniswap
2021-06-16 00:00:00.000,2,2,84641.762511408,34.923312766,coinbase,sushiswap
2021-06-17 00:00:00.000,1,1,24529.221515553,10.139477639,coinbase,sushiswap
2021-06-20 00:00:00.000,1,1,32330.443123814,14.591064562,coinbase,sushiswap
2021-06-20 00:00:00.000,2,2,66520.40304397,29.795171995,coinbase,uniswap
2021-06-22 00:00:00.000,3,3,63213.465231024,32.796826247,coinbase,uniswap
2021-06-23 00:00:00.000,2,2,64962.541949804,34.493995619,coinbase,uniswap
2021-06-24 00:00:00.000,1,1,27328.421678526,14.029828161,coinbase,sushiswap
2021-06-27 00:00:00.000,1,1,30776.963272391,15.291381365,coinbase,sushiswap
2021-06-28 00:00:00.000,1,1,28343.318308953,13.32654642,coinbase,uniswap
